dateFixed,epi_week,no_of_cases,weekWithDay,delayedDate
2022-04-03,2022-W14,642,2022-W14-0,2022-04-17
2022-04-04,2022-W14,642,2022-W14-1,2022-04-18
2022-04-05,2022-W14,642,2022-W14-2,2022-04-19
2022-04-06,2022-W14,642,2022-W14-3,2022-04-20
2022-04-07,2022-W14,642,2022-W14-4,2022-04-21
2022-04-08,2022-W14,642,2022-W14-5,2022-04-22
2022-04-09,2022-W14,642,2022-W14-6,2022-04-23
2022-04-10,2022-W15,733,2022-W15-0,2022-04-24
2022-04-11,2022-W15,733,2022-W15-1,2022-04-25
2022-04-12,2022-W15,733,2022-W15-2,2022-04-26
2022-04-13,2022-W15,733,2022-W15-3,2022-04-27
2022-04-14,2022-W15,733,2022-W15-4,2022-04-28
2022-04-15,2022-W15,733,2022-W15-5,2022-04-29
2022-04-16,2022-W15,733,2022-W15-6,2022-04-30
2022-04-17,2022-W16,942,2022-W16-0,2022-05-01
2022-04-18,2022-W16,942,2022-W16-1,2022-05-02
2022-04-19,2022-W16,942,2022-W16-2,2022-05-03
2022-04-20,2022-W16,942,2022-W16-3,2022-05-04
2022-04-21,2022-W16,942,2022-W16-4,2022-05-05
2022-04-22,2022-W16,942,2022-W16-5,2022-05-06
2022-04-23,2022-W16,942,2022-W16-6,2022-05-07
2022-04-24,2022-W17,1002,2022-W17-0,2022-05-08
2022-04-25,2022-W17,1002,2022-W17-1,2022-05-09
2022-04-26,2022-W17,1002,2022-W17-2,2022-05-10
2022-04-27,2022-W17,1002,2022-W17-3,2022-05-11
2022-04-28,2022-W17,1002,2022-W17-4,2022-05-12
2022-04-29,2022-W17,1002,2022-W17-5,2022-05-13
2022-04-30,2022-W17,1002,2022-W17-6,2022-05-14
2022-05-01,2022-W18,845,2022-W18-0,2022-05-15
2022-05-02,2022-W18,845,2022-W18-1,2022-05-16
2022-05-03,2022-W18,845,2022-W18-2,2022-05-17
2022-05-04,2022-W18,845,2022-W18-3,2022-05-18
2022-05-05,2022-W18,845,2022-W18-4,2022-05-19
2022-05-06,2022-W18,845,2022-W18-5,2022-05-20
2022-05-07,2022-W18,845,2022-W18-6,2022-05-21
2022-05-08,2022-W19,1311,2022-W19-0,2022-05-22
2022-05-09,2022-W19,1311,2022-W19-1,2022-05-23
2022-05-10,2022-W19,1311,2022-W19-2,2022-05-24
2022-05-11,2022-W19,1311,2022-W19-3,2022-05-25
2022-05-12,2022-W19,1311,2022-W19-4,2022-05-26
2022-05-13,2022-W19,1311,2022-W19-5,2022-05-27
2022-05-14,2022-W19,1311,2022-W19-6,2022-05-28
2022-05-15,2022-W20,1273,2022-W20-0,2022-05-29
2022-05-16,2022-W20,1273,2022-W20-1,2022-05-30
2022-05-17,2022-W20,1273,2022-W20-2,2022-05-31
2022-05-18,2022-W20,1273,2022-W20-3,2022-06-01
2022-05-19,2022-W20,1273,2022-W20-4,2022-06-02
2022-05-20,2022-W20,1273,2022-W20-5,2022-06-03
2022-05-21,2022-W20,1273,2022-W20-6,2022-06-04
2022-05-22,2022-W21,1563,2022-W21-0,2022-06-05
2022-05-23,2022-W21,1563,2022-W21-1,2022-06-06
2022-05-24,2022-W21,1563,2022-W21-2,2022-06-07
2022-05-25,2022-W21,1563,2022-W21-3,2022-06-08
2022-05-26,2022-W21,1563,2022-W21-4,2022-06-09
2022-05-27,2022-W21,1563,2022-W21-5,2022-06-10
2022-05-28,2022-W21,1563,2022-W21-6,2022-06-11
2022-05-29,2022-W22,1451,2022-W22-0,2022-06-12
2022-05-30,2022-W22,1451,2022-W22-1,2022-06-13
2022-05-31,2022-W22,1451,2022-W22-2,2022-06-14
2022-06-01,2022-W22,1451,2022-W22-3,2022-06-15
2022-06-02,2022-W22,1451,2022-W22-4,2022-06-16
2022-06-03,2022-W22,1451,2022-W22-5,2022-06-17
2022-06-04,2022-W22,1451,2022-W22-6,2022-06-18
2022-06-05,2022-W23,1459,2022-W23-0,2022-06-19
2022-06-06,2022-W23,1459,2022-W23-1,2022-06-20
2022-06-07,2022-W23,1459,2022-W23-2,2022-06-21
2022-06-08,2022-W23,1459,2022-W23-3,2022-06-22
2022-06-09,2022-W23,1459,2022-W23-4,2022-06-23
2022-06-10,2022-W23,1459,2022-W23-5,2022-06-24
2022-06-11,2022-W23,1459,2022-W23-6,2022-06-25
2022-06-12,2022-W24,1253,2022-W24-0,2022-06-26
2022-06-13,2022-W24,1253,2022-W24-1,2022-06-27
2022-06-14,2022-W24,1253,2022-W24-2,2022-06-28
2022-06-15,2022-W24,1253,2022-W24-3,2022-06-29
2022-06-16,2022-W24,1253,2022-W24-4,2022-06-30
2022-06-17,2022-W24,1253,2022-W24-5,2022-07-01
2022-06-18,2022-W24,1253,2022-W24-6,2022-07-02
2022-06-19,2022-W25,1171,2022-W25-0,2022-07-03
2022-06-20,2022-W25,1171,2022-W25-1,2022-07-04
2022-06-21,2022-W25,1171,2022-W25-2,2022-07-05
2022-06-22,2022-W25,1171,2022-W25-3,2022-07-06
2022-06-23,2022-W25,1171,2022-W25-4,2022-07-07
2022-06-24,2022-W25,1171,2022-W25-5,2022-07-08
2022-06-25,2022-W25,1171,2022-W25-6,2022-07-09
2022-06-26,2022-W26,1186,2022-W26-0,2022-07-10
2022-06-27,2022-W26,1186,2022-W26-1,2022-07-11
2022-06-28,2022-W26,1186,2022-W26-2,2022-07-12
2022-06-29,2022-W26,1186,2022-W26-3,2022-07-13
2022-06-30,2022-W26,1186,2022-W26-4,2022-07-14
2022-07-01,2022-W26,1186,2022-W26-5,2022-07-15
2022-07-02,2022-W26,1186,2022-W26-6,2022-07-16
2022-07-03,2022-W27,1164,2022-W27-0,2022-07-17
2022-07-04,2022-W27,1164,2022-W27-1,2022-07-18
2022-07-05,2022-W27,1164,2022-W27-2,2022-07-19
2022-07-06,2022-W27,1164,2022-W27-3,2022-07-20
2022-07-07,2022-W27,1164,2022-W27-4,2022-07-21
2022-07-08,2022-W27,1164,2022-W27-5,2022-07-22
2022-07-09,2022-W27,1164,2022-W27-6,2022-07-23
2022-07-10,2022-W28,918,2022-W28-0,2022-07-24
2022-07-11,2022-W28,918,2022-W28-1,2022-07-25
2022-07-12,2022-W28,918,2022-W28-2,2022-07-26
2022-07-13,2022-W28,918,2022-W28-3,2022-07-27
2022-07-14,2022-W28,918,2022-W28-4,2022-07-28
2022-07-15,2022-W28,918,2022-W28-5,2022-07-29
2022-07-16,2022-W28,918,2022-W28-6,2022-07-30
2022-07-17,2022-W29,1035,2022-W29-0,2022-07-31
2022-07-18,2022-W29,1035,2022-W29-1,2022-08-01
2022-07-19,2022-W29,1035,2022-W29-2,2022-08-02
2022-07-20,2022-W29,1035,2022-W29-3,2022-08-03
2022-07-21,2022-W29,1035,2022-W29-4,2022-08-04
2022-07-22,2022-W29,1035,2022-W29-5,2022-08-05
2022-07-23,2022-W29,1035,2022-W29-6,2022-08-06
2022-07-24,2022-W30,1092,2022-W30-0,2022-08-07
2022-07-25,2022-W30,1092,2022-W30-1,2022-08-08
2022-07-26,2022-W30,1092,2022-W30-2,2022-08-09
2022-07-27,2022-W30,1092,2022-W30-3,2022-08-10
2022-07-28,2022-W30,1092,2022-W30-4,2022-08-11
2022-07-29,2022-W30,1092,2022-W30-5,2022-08-12
2022-07-30,2022-W30,1092,2022-W30-6,2022-08-13
2022-07-31,2022-W31,894,2022-W31-0,2022-08-14
2022-08-01,2022-W31,894,2022-W31-1,2022-08-15
2022-08-02,2022-W31,894,2022-W31-2,2022-08-16
2022-08-03,2022-W31,894,2022-W31-3,2022-08-17
2022-08-04,2022-W31,894,2022-W31-4,2022-08-18
2022-08-05,2022-W31,894,2022-W31-5,2022-08-19
2022-08-06,2022-W31,894,2022-W31-6,2022-08-20
2022-08-07,2022-W32,879,2022-W32-0,2022-08-21
2022-08-08,2022-W32,879,2022-W32-1,2022-08-22
2022-08-09,2022-W32,879,2022-W32-2,2022-08-23
2022-08-10,2022-W32,879,2022-W32-3,2022-08-24
2022-08-11,2022-W32,879,2022-W32-4,2022-08-25
2022-08-12,2022-W32,879,2022-W32-5,2022-08-26
2022-08-13,2022-W32,879,2022-W32-6,2022-08-27
2022-08-14,2022-W33,679,2022-W33-0,2022-08-28
2022-08-15,2022-W33,679,2022-W33-1,2022-08-29
2022-08-16,2022-W33,679,2022-W33-2,2022-08-30
2022-08-17,2022-W33,679,2022-W33-3,2022-08-31
2022-08-18,2022-W33,679,2022-W33-4,2022-09-01
2022-08-19,2022-W33,679,2022-W33-5,2022-09-02
2022-08-20,2022-W33,679,2022-W33-6,2022-09-03
2022-08-21,2022-W34,661,2022-W34-0,2022-09-04
2022-08-22,2022-W34,661,2022-W34-1,2022-09-05
2022-08-23,2022-W34,661,2022-W34-2,2022-09-06
2022-08-24,2022-W34,661,2022-W34-3,2022-09-07
2022-08-25,2022-W34,661,2022-W34-4,2022-09-08
2022-08-26,2022-W34,661,2022-W34-5,2022-09-09
2022-08-27,2022-W34,661,2022-W34-6,2022-09-10
2022-08-28,2022-W35,577,2022-W35-0,2022-09-11
2022-08-29,2022-W35,577,2022-W35-1,2022-09-12
2022-08-30,2022-W35,577,2022-W35-2,2022-09-13
2022-08-31,2022-W35,577,2022-W35-3,2022-09-14
2022-09-01,2022-W35,577,2022-W35-4,2022-09-15
2022-09-02,2022-W35,577,2022-W35-5,2022-09-16
2022-09-03,2022-W35,577,2022-W35-6,2022-09-17
2022-09-04,2022-W36,569,2022-W36-0,2022-09-18
2022-09-05,2022-W36,569,2022-W36-1,2022-09-19
2022-09-06,2022-W36,569,2022-W36-2,2022-09-20
2022-09-07,2022-W36,569,2022-W36-3,2022-09-21
2022-09-08,2022-W36,569,2022-W36-4,2022-09-22
2022-09-09,2022-W36,569,2022-W36-5,2022-09-23
2022-09-10,2022-W36,569,2022-W36-6,2022-09-24
2022-09-11,2022-W37,544,2022-W37-0,2022-09-25
2022-09-12,2022-W37,544,2022-W37-1,2022-09-26
2022-09-13,2022-W37,544,2022-W37-2,2022-09-27
2022-09-14,2022-W37,544,2022-W37-3,2022-09-28
2022-09-15,2022-W37,544,2022-W37-4,2022-09-29
2022-09-16,2022-W37,544,2022-W37-5,2022-09-30
2022-09-17,2022-W37,544,2022-W37-6,2022-10-01
2022-09-18,2022-W38,472,2022-W38-0,2022-10-02
2022-09-19,2022-W38,472,2022-W38-1,2022-10-03
2022-09-20,2022-W38,472,2022-W38-2,2022-10-04
2022-09-21,2022-W38,472,2022-W38-3,2022-10-05
2022-09-22,2022-W38,472,2022-W38-4,2022-10-06
2022-09-23,2022-W38,472,2022-W38-5,2022-10-07
2022-09-24,2022-W38,472,2022-W38-6,2022-10-08
2022-09-25,2022-W39,426,2022-W39-0,2022-10-09
2022-09-26,2022-W39,426,2022-W39-1,2022-10-10
2022-09-27,2022-W39,426,2022-W39-2,2022-10-11
2022-09-28,2022-W39,426,2022-W39-3,2022-10-12
2022-09-29,2022-W39,426,2022-W39-4,2022-10-13
2022-09-30,2022-W39,426,2022-W39-5,2022-10-14
2022-10-01,2022-W39,426,2022-W39-6,2022-10-15
2022-10-02,2022-W40,397,2022-W40-0,2022-10-16
2022-10-03,2022-W40,397,2022-W40-1,2022-10-17
2022-10-04,2022-W40,397,2022-W40-2,2022-10-18
2022-10-05,2022-W40,397,2022-W40-3,2022-10-19
2022-10-06,2022-W40,397,2022-W40-4,2022-10-20
2022-10-07,2022-W40,397,2022-W40-5,2022-10-21
2022-10-08,2022-W40,397,2022-W40-6,2022-10-22
2022-10-09,2022-W41,376,2022-W41-0,2022-10-23
2022-10-10,2022-W41,376,2022-W41-1,2022-10-24
2022-10-11,2022-W41,376,2022-W41-2,2022-10-25
2022-10-12,2022-W41,376,2022-W41-3,2022-10-26
2022-10-13,2022-W41,376,2022-W41-4,2022-10-27
2022-10-14,2022-W41,376,2022-W41-5,2022-10-28
2022-10-15,2022-W41,376,2022-W41-6,2022-10-29
2022-10-16,2022-W42,373,2022-W42-0,2022-10-30
2022-10-17,2022-W42,373,2022-W42-1,2022-10-31
2022-10-18,2022-W42,373,2022-W42-2,2022-11-01
2022-10-19,2022-W42,373,2022-W42-3,2022-11-02
2022-10-20,2022-W42,373,2022-W42-4,2022-11-03
2022-10-21,2022-W42,373,2022-W42-5,2022-11-04
2022-10-22,2022-W42,373,2022-W42-6,2022-11-05
2022-10-23,2022-W43,313,2022-W43-0,2022-11-06
2022-10-24,2022-W43,313,2022-W43-1,2022-11-07
2022-10-25,2022-W43,313,2022-W43-2,2022-11-08
2022-10-26,2022-W43,313,2022-W43-3,2022-11-09
2022-10-27,2022-W43,313,2022-W43-4,2022-11-10
2022-10-28,2022-W43,313,2022-W43-5,2022-11-11
2022-10-29,2022-W43,313,2022-W43-6,2022-11-12
2022-10-30,2022-W44,317,2022-W44-0,2022-11-13
2022-10-31,2022-W44,317,2022-W44-1,2022-11-14
2022-11-01,2022-W44,317,2022-W44-2,2022-11-15
2022-11-02,2022-W44,317,2022-W44-3,2022-11-16
2022-11-03,2022-W44,317,2022-W44-4,2022-11-17
2022-11-04,2022-W44,317,2022-W44-5,2022-11-18
2022-11-05,2022-W44,317,2022-W44-6,2022-11-19
2022-11-06,2022-W45,294,2022-W45-0,2022-11-20
2022-11-07,2022-W45,294,2022-W45-1,2022-11-21
2022-11-08,2022-W45,294,2022-W45-2,2022-11-22
2022-11-09,2022-W45,294,2022-W45-3,2022-11-23
2022-11-10,2022-W45,294,2022-W45-4,2022-11-24
2022-11-11,2022-W45,294,2022-W45-5,2022-11-25
2022-11-12,2022-W45,294,2022-W45-6,2022-11-26
2022-11-13,2022-W46,312,2022-W46-0,2022-11-27
2022-11-14,2022-W46,312,2022-W46-1,2022-11-28
2022-11-15,2022-W46,312,2022-W46-2,2022-11-29
2022-11-16,2022-W46,312,2022-W46-3,2022-11-30
2022-11-17,2022-W46,312,2022-W46-4,2022-12-01
2022-11-18,2022-W46,312,2022-W46-5,2022-12-02
2022-11-19,2022-W46,312,2022-W46-6,2022-12-03
2022-11-20,2022-W47,265,2022-W47-0,2022-12-04
2022-11-21,2022-W47,265,2022-W47-1,2022-12-05
2022-11-22,2022-W47,265,2022-W47-2,2022-12-06
2022-11-23,2022-W47,265,2022-W47-3,2022-12-07
2022-11-24,2022-W47,265,2022-W47-4,2022-12-08
2022-11-25,2022-W47,265,2022-W47-5,2022-12-09
2022-11-26,2022-W47,265,2022-W47-6,2022-12-10
2022-11-27,2022-W48,242,2022-W48-0,2022-12-11
2022-11-28,2022-W48,242,2022-W48-1,2022-12-12
2022-11-29,2022-W48,242,2022-W48-2,2022-12-13
2022-11-30,2022-W48,242,2022-W48-3,2022-12-14
2022-12-01,2022-W48,242,2022-W48-4,2022-12-15
2022-12-02,2022-W48,242,2022-W48-5,2022-12-16
2022-12-03,2022-W48,242,2022-W48-6,2022-12-17
2022-12-04,2022-W49,326,2022-W49-0,2022-12-18
2022-12-05,2022-W49,326,2022-W49-1,2022-12-19
2022-12-06,2022-W49,326,2022-W49-2,2022-12-20
2022-12-07,2022-W49,326,2022-W49-3,2022-12-21
2022-12-08,2022-W49,326,2022-W49-4,2022-12-22
2022-12-09,2022-W49,326,2022-W49-5,2022-12-23
2022-12-10,2022-W49,326,2022-W49-6,2022-12-24
2022-12-11,2022-W50,289,2022-W50-0,2022-12-25
2022-12-12,2022-W50,289,2022-W50-1,2022-12-26
2022-12-13,2022-W50,289,2022-W50-2,2022-12-27
2022-12-14,2022-W50,289,2022-W50-3,2022-12-28
2022-12-15,2022-W50,289,2022-W50-4,2022-12-29
2022-12-16,2022-W50,289,2022-W50-5,2022-12-30
2022-12-17,2022-W50,289,2022-W50-6,2022-12-31
2022-12-18,2022-W51,270,2022-W51-0,2023-01-01
2022-12-19,2022-W51,270,2022-W51-1,2023-01-02
2022-12-20,2022-W51,270,2022-W51-2,2023-01-03
2022-12-21,2022-W51,270,2022-W51-3,2023-01-04
2022-12-22,2022-W51,270,2022-W51-4,2023-01-05
2022-12-23,2022-W51,270,2022-W51-5,2023-01-06
2022-12-24,2022-W51,270,2022-W51-6,2023-01-07
2022-12-25,2022-W52,285,2022-W52-0,2023-01-08
2022-12-26,2022-W52,285,2022-W52-1,2023-01-09
2022-12-27,2022-W52,285,2022-W52-2,2023-01-10
2022-12-28,2022-W52,285,2022-W52-3,2023-01-11
2022-12-29,2022-W52,285,2022-W52-4,2023-01-12
2022-12-30,2022-W52,285,2022-W52-5,2023-01-13
2022-12-31,2022-W52,285,2022-W52-6,2023-01-14
