dateFixed,epi_week,no_of_cases,weekWithDay,delayedDate
2015-04-04,2015-W13,90,2015-W13-6,2015-04-18
2015-04-05,2015-W14,107,2015-W14-0,2015-04-19
2015-04-06,2015-W14,107,2015-W14-1,2015-04-20
2015-04-07,2015-W14,107,2015-W14-2,2015-04-21
2015-04-08,2015-W14,107,2015-W14-3,2015-04-22
2015-04-09,2015-W14,107,2015-W14-4,2015-04-23
2015-04-10,2015-W14,107,2015-W14-5,2015-04-24
2015-04-11,2015-W14,107,2015-W14-6,2015-04-25
2015-04-12,2015-W15,137,2015-W15-0,2015-04-26
2015-04-13,2015-W15,137,2015-W15-1,2015-04-27
2015-04-14,2015-W15,137,2015-W15-2,2015-04-28
2015-04-15,2015-W15,137,2015-W15-3,2015-04-29
2015-04-16,2015-W15,137,2015-W15-4,2015-04-30
2015-04-17,2015-W15,137,2015-W15-5,2015-05-01
2015-04-18,2015-W15,137,2015-W15-6,2015-05-02
2015-04-19,2015-W16,113,2015-W16-0,2015-05-03
2015-04-20,2015-W16,113,2015-W16-1,2015-05-04
2015-04-21,2015-W16,113,2015-W16-2,2015-05-05
2015-04-22,2015-W16,113,2015-W16-3,2015-05-06
2015-04-23,2015-W16,113,2015-W16-4,2015-05-07
2015-04-24,2015-W16,113,2015-W16-5,2015-05-08
2015-04-25,2015-W16,113,2015-W16-6,2015-05-09
2015-04-26,2015-W17,120,2015-W17-0,2015-05-10
2015-04-27,2015-W17,120,2015-W17-1,2015-05-11
2015-04-28,2015-W17,120,2015-W17-2,2015-05-12
2015-04-29,2015-W17,120,2015-W17-3,2015-05-13
2015-04-30,2015-W17,120,2015-W17-4,2015-05-14
2015-05-01,2015-W17,120,2015-W17-5,2015-05-15
2015-05-02,2015-W17,120,2015-W17-6,2015-05-16
2015-05-03,2015-W18,135,2015-W18-0,2015-05-17
2015-05-04,2015-W18,135,2015-W18-1,2015-05-18
2015-05-05,2015-W18,135,2015-W18-2,2015-05-19
2015-05-06,2015-W18,135,2015-W18-3,2015-05-20
2015-05-07,2015-W18,135,2015-W18-4,2015-05-21
2015-05-08,2015-W18,135,2015-W18-5,2015-05-22
2015-05-09,2015-W18,135,2015-W18-6,2015-05-23
2015-05-10,2015-W19,157,2015-W19-0,2015-05-24
2015-05-11,2015-W19,157,2015-W19-1,2015-05-25
2015-05-12,2015-W19,157,2015-W19-2,2015-05-26
2015-05-13,2015-W19,157,2015-W19-3,2015-05-27
2015-05-14,2015-W19,157,2015-W19-4,2015-05-28
2015-05-15,2015-W19,157,2015-W19-5,2015-05-29
2015-05-16,2015-W19,157,2015-W19-6,2015-05-30
2015-05-17,2015-W20,109,2015-W20-0,2015-05-31
2015-05-18,2015-W20,109,2015-W20-1,2015-06-01
2015-05-19,2015-W20,109,2015-W20-2,2015-06-02
2015-05-20,2015-W20,109,2015-W20-3,2015-06-03
2015-05-21,2015-W20,109,2015-W20-4,2015-06-04
2015-05-22,2015-W20,109,2015-W20-5,2015-06-05
2015-05-23,2015-W20,109,2015-W20-6,2015-06-06
2015-05-24,2015-W21,178,2015-W21-0,2015-06-07
2015-05-25,2015-W21,178,2015-W21-1,2015-06-08
2015-05-26,2015-W21,178,2015-W21-2,2015-06-09
2015-05-27,2015-W21,178,2015-W21-3,2015-06-10
2015-05-28,2015-W21,178,2015-W21-4,2015-06-11
2015-05-29,2015-W21,178,2015-W21-5,2015-06-12
2015-05-30,2015-W21,178,2015-W21-6,2015-06-13
2015-05-31,2015-W22,151,2015-W22-0,2015-06-14
2015-06-01,2015-W22,151,2015-W22-1,2015-06-15
2015-06-02,2015-W22,151,2015-W22-2,2015-06-16
2015-06-03,2015-W22,151,2015-W22-3,2015-06-17
2015-06-04,2015-W22,151,2015-W22-4,2015-06-18
2015-06-05,2015-W22,151,2015-W22-5,2015-06-19
2015-06-06,2015-W22,151,2015-W22-6,2015-06-20
2015-06-07,2015-W23,192,2015-W23-0,2015-06-21
2015-06-08,2015-W23,192,2015-W23-1,2015-06-22
2015-06-09,2015-W23,192,2015-W23-2,2015-06-23
2015-06-10,2015-W23,192,2015-W23-3,2015-06-24
2015-06-11,2015-W23,192,2015-W23-4,2015-06-25
2015-06-12,2015-W23,192,2015-W23-5,2015-06-26
2015-06-13,2015-W23,192,2015-W23-6,2015-06-27
2015-06-14,2015-W24,207,2015-W24-0,2015-06-28
2015-06-15,2015-W24,207,2015-W24-1,2015-06-29
2015-06-16,2015-W24,207,2015-W24-2,2015-06-30
2015-06-17,2015-W24,207,2015-W24-3,2015-07-01
2015-06-18,2015-W24,207,2015-W24-4,2015-07-02
2015-06-19,2015-W24,207,2015-W24-5,2015-07-03
2015-06-20,2015-W24,207,2015-W24-6,2015-07-04
2015-06-21,2015-W25,240,2015-W25-0,2015-07-05
2015-06-22,2015-W25,240,2015-W25-1,2015-07-06
2015-06-23,2015-W25,240,2015-W25-2,2015-07-07
2015-06-24,2015-W25,240,2015-W25-3,2015-07-08
2015-06-25,2015-W25,240,2015-W25-4,2015-07-09
2015-06-26,2015-W25,240,2015-W25-5,2015-07-10
2015-06-27,2015-W25,240,2015-W25-6,2015-07-11
2015-06-28,2015-W26,242,2015-W26-0,2015-07-12
2015-06-29,2015-W26,242,2015-W26-1,2015-07-13
2015-06-30,2015-W26,242,2015-W26-2,2015-07-14
2015-07-01,2015-W26,242,2015-W26-3,2015-07-15
2015-07-02,2015-W26,242,2015-W26-4,2015-07-16
2015-07-03,2015-W26,242,2015-W26-5,2015-07-17
2015-07-04,2015-W26,242,2015-W26-6,2015-07-18
2015-07-05,2015-W27,272,2015-W27-0,2015-07-19
2015-07-06,2015-W27,272,2015-W27-1,2015-07-20
2015-07-07,2015-W27,272,2015-W27-2,2015-07-21
2015-07-08,2015-W27,272,2015-W27-3,2015-07-22
2015-07-09,2015-W27,272,2015-W27-4,2015-07-23
2015-07-10,2015-W27,272,2015-W27-5,2015-07-24
2015-07-11,2015-W27,272,2015-W27-6,2015-07-25
2015-07-12,2015-W28,263,2015-W28-0,2015-07-26
2015-07-13,2015-W28,263,2015-W28-1,2015-07-27
2015-07-14,2015-W28,263,2015-W28-2,2015-07-28
2015-07-15,2015-W28,263,2015-W28-3,2015-07-29
2015-07-16,2015-W28,263,2015-W28-4,2015-07-30
2015-07-17,2015-W28,263,2015-W28-5,2015-07-31
2015-07-18,2015-W28,263,2015-W28-6,2015-08-01
2015-07-19,2015-W29,293,2015-W29-0,2015-08-02
2015-07-20,2015-W29,293,2015-W29-1,2015-08-03
2015-07-21,2015-W29,293,2015-W29-2,2015-08-04
2015-07-22,2015-W29,293,2015-W29-3,2015-08-05
2015-07-23,2015-W29,293,2015-W29-4,2015-08-06
2015-07-24,2015-W29,293,2015-W29-5,2015-08-07
2015-07-25,2015-W29,293,2015-W29-6,2015-08-08
2015-07-26,2015-W30,250,2015-W30-0,2015-08-09
2015-07-27,2015-W30,250,2015-W30-1,2015-08-10
2015-07-28,2015-W30,250,2015-W30-2,2015-08-11
2015-07-29,2015-W30,250,2015-W30-3,2015-08-12
2015-07-30,2015-W30,250,2015-W30-4,2015-08-13
2015-07-31,2015-W30,250,2015-W30-5,2015-08-14
2015-08-01,2015-W30,250,2015-W30-6,2015-08-15
2015-08-02,2015-W31,226,2015-W31-0,2015-08-16
2015-08-03,2015-W31,226,2015-W31-1,2015-08-17
2015-08-04,2015-W31,226,2015-W31-2,2015-08-18
2015-08-05,2015-W31,226,2015-W31-3,2015-08-19
2015-08-06,2015-W31,226,2015-W31-4,2015-08-20
2015-08-07,2015-W31,226,2015-W31-5,2015-08-21
2015-08-08,2015-W31,226,2015-W31-6,2015-08-22
2015-08-09,2015-W32,221,2015-W32-0,2015-08-23
2015-08-10,2015-W32,221,2015-W32-1,2015-08-24
2015-08-11,2015-W32,221,2015-W32-2,2015-08-25
2015-08-12,2015-W32,221,2015-W32-3,2015-08-26
2015-08-13,2015-W32,221,2015-W32-4,2015-08-27
2015-08-14,2015-W32,221,2015-W32-5,2015-08-28
2015-08-15,2015-W32,221,2015-W32-6,2015-08-29
2015-08-16,2015-W33,250,2015-W33-0,2015-08-30
2015-08-17,2015-W33,250,2015-W33-1,2015-08-31
2015-08-18,2015-W33,250,2015-W33-2,2015-09-01
2015-08-19,2015-W33,250,2015-W33-3,2015-09-02
2015-08-20,2015-W33,250,2015-W33-4,2015-09-03
2015-08-21,2015-W33,250,2015-W33-5,2015-09-04
2015-08-22,2015-W33,250,2015-W33-6,2015-09-05
2015-08-23,2015-W34,225,2015-W34-0,2015-09-06
2015-08-24,2015-W34,225,2015-W34-1,2015-09-07
2015-08-25,2015-W34,225,2015-W34-2,2015-09-08
2015-08-26,2015-W34,225,2015-W34-3,2015-09-09
2015-08-27,2015-W34,225,2015-W34-4,2015-09-10
2015-08-28,2015-W34,225,2015-W34-5,2015-09-11
2015-08-29,2015-W34,225,2015-W34-6,2015-09-12
2015-08-30,2015-W35,246,2015-W35-0,2015-09-13
2015-08-31,2015-W35,246,2015-W35-1,2015-09-14
2015-09-01,2015-W35,246,2015-W35-2,2015-09-15
2015-09-02,2015-W35,246,2015-W35-3,2015-09-16
2015-09-03,2015-W35,246,2015-W35-4,2015-09-17
2015-09-04,2015-W35,246,2015-W35-5,2015-09-18
2015-09-05,2015-W35,246,2015-W35-6,2015-09-19
2015-09-06,2015-W36,217,2015-W36-0,2015-09-20
2015-09-07,2015-W36,217,2015-W36-1,2015-09-21
2015-09-08,2015-W36,217,2015-W36-2,2015-09-22
2015-09-09,2015-W36,217,2015-W36-3,2015-09-23
2015-09-10,2015-W36,217,2015-W36-4,2015-09-24
2015-09-11,2015-W36,217,2015-W36-5,2015-09-25
2015-09-12,2015-W36,217,2015-W36-6,2015-09-26
2015-09-13,2015-W37,303,2015-W37-0,2015-09-27
2015-09-14,2015-W37,303,2015-W37-1,2015-09-28
2015-09-15,2015-W37,303,2015-W37-2,2015-09-29
2015-09-16,2015-W37,303,2015-W37-3,2015-09-30
2015-09-17,2015-W37,303,2015-W37-4,2015-10-01
2015-09-18,2015-W37,303,2015-W37-5,2015-10-02
2015-09-19,2015-W37,303,2015-W37-6,2015-10-03
2015-09-20,2015-W38,214,2015-W38-0,2015-10-04
2015-09-21,2015-W38,214,2015-W38-1,2015-10-05
2015-09-22,2015-W38,214,2015-W38-2,2015-10-06
2015-09-23,2015-W38,214,2015-W38-3,2015-10-07
2015-09-24,2015-W38,214,2015-W38-4,2015-10-08
2015-09-25,2015-W38,214,2015-W38-5,2015-10-09
2015-09-26,2015-W38,214,2015-W38-6,2015-10-10
2015-09-27,2015-W39,257,2015-W39-0,2015-10-11
2015-09-28,2015-W39,257,2015-W39-1,2015-10-12
2015-09-29,2015-W39,257,2015-W39-2,2015-10-13
2015-09-30,2015-W39,257,2015-W39-3,2015-10-14
2015-10-01,2015-W39,257,2015-W39-4,2015-10-15
2015-10-02,2015-W39,257,2015-W39-5,2015-10-16
2015-10-03,2015-W39,257,2015-W39-6,2015-10-17
2015-10-04,2015-W40,235,2015-W40-0,2015-10-18
2015-10-05,2015-W40,235,2015-W40-1,2015-10-19
2015-10-06,2015-W40,235,2015-W40-2,2015-10-20
2015-10-07,2015-W40,235,2015-W40-3,2015-10-21
2015-10-08,2015-W40,235,2015-W40-4,2015-10-22
2015-10-09,2015-W40,235,2015-W40-5,2015-10-23
2015-10-10,2015-W40,235,2015-W40-6,2015-10-24
2015-10-11,2015-W41,235,2015-W41-0,2015-10-25
2015-10-12,2015-W41,235,2015-W41-1,2015-10-26
2015-10-13,2015-W41,235,2015-W41-2,2015-10-27
2015-10-14,2015-W41,235,2015-W41-3,2015-10-28
2015-10-15,2015-W41,235,2015-W41-4,2015-10-29
2015-10-16,2015-W41,235,2015-W41-5,2015-10-30
2015-10-17,2015-W41,235,2015-W41-6,2015-10-31
2015-10-18,2015-W42,224,2015-W42-0,2015-11-01
2015-10-19,2015-W42,224,2015-W42-1,2015-11-02
2015-10-20,2015-W42,224,2015-W42-2,2015-11-03
2015-10-21,2015-W42,224,2015-W42-3,2015-11-04
2015-10-22,2015-W42,224,2015-W42-4,2015-11-05
2015-10-23,2015-W42,224,2015-W42-5,2015-11-06
2015-10-24,2015-W42,224,2015-W42-6,2015-11-07
2015-10-25,2015-W43,246,2015-W43-0,2015-11-08
2015-10-26,2015-W43,246,2015-W43-1,2015-11-09
2015-10-27,2015-W43,246,2015-W43-2,2015-11-10
2015-10-28,2015-W43,246,2015-W43-3,2015-11-11
2015-10-29,2015-W43,246,2015-W43-4,2015-11-12
2015-10-30,2015-W43,246,2015-W43-5,2015-11-13
2015-10-31,2015-W43,246,2015-W43-6,2015-11-14
2015-11-01,2015-W44,266,2015-W44-0,2015-11-15
2015-11-02,2015-W44,266,2015-W44-1,2015-11-16
2015-11-03,2015-W44,266,2015-W44-2,2015-11-17
2015-11-04,2015-W44,266,2015-W44-3,2015-11-18
2015-11-05,2015-W44,266,2015-W44-4,2015-11-19
2015-11-06,2015-W44,266,2015-W44-5,2015-11-20
2015-11-07,2015-W44,266,2015-W44-6,2015-11-21
2015-11-08,2015-W45,198,2015-W45-0,2015-11-22
2015-11-09,2015-W45,198,2015-W45-1,2015-11-23
2015-11-10,2015-W45,198,2015-W45-2,2015-11-24
2015-11-11,2015-W45,198,2015-W45-3,2015-11-25
2015-11-12,2015-W45,198,2015-W45-4,2015-11-26
2015-11-13,2015-W45,198,2015-W45-5,2015-11-27
2015-11-14,2015-W45,198,2015-W45-6,2015-11-28
2015-11-15,2015-W46,254,2015-W46-0,2015-11-29
2015-11-16,2015-W46,254,2015-W46-1,2015-11-30
2015-11-17,2015-W46,254,2015-W46-2,2015-12-01
2015-11-18,2015-W46,254,2015-W46-3,2015-12-02
2015-11-19,2015-W46,254,2015-W46-4,2015-12-03
2015-11-20,2015-W46,254,2015-W46-5,2015-12-04
2015-11-21,2015-W46,254,2015-W46-6,2015-12-05
2015-11-22,2015-W47,285,2015-W47-0,2015-12-06
2015-11-23,2015-W47,285,2015-W47-1,2015-12-07
2015-11-24,2015-W47,285,2015-W47-2,2015-12-08
2015-11-25,2015-W47,285,2015-W47-3,2015-12-09
2015-11-26,2015-W47,285,2015-W47-4,2015-12-10
2015-11-27,2015-W47,285,2015-W47-5,2015-12-11
2015-11-28,2015-W47,285,2015-W47-6,2015-12-12
2015-11-29,2015-W48,259,2015-W48-0,2015-12-13
2015-11-30,2015-W48,259,2015-W48-1,2015-12-14
2015-12-01,2015-W48,259,2015-W48-2,2015-12-15
2015-12-02,2015-W48,259,2015-W48-3,2015-12-16
2015-12-03,2015-W48,259,2015-W48-4,2015-12-17
2015-12-04,2015-W48,259,2015-W48-5,2015-12-18
2015-12-05,2015-W48,259,2015-W48-6,2015-12-19
2015-12-06,2015-W49,356,2015-W49-0,2015-12-20
2015-12-07,2015-W49,356,2015-W49-1,2015-12-21
2015-12-08,2015-W49,356,2015-W49-2,2015-12-22
2015-12-09,2015-W49,356,2015-W49-3,2015-12-23
2015-12-10,2015-W49,356,2015-W49-4,2015-12-24
2015-12-11,2015-W49,356,2015-W49-5,2015-12-25
2015-12-12,2015-W49,356,2015-W49-6,2015-12-26
2015-12-13,2015-W50,333,2015-W50-0,2015-12-27
2015-12-14,2015-W50,333,2015-W50-1,2015-12-28
2015-12-15,2015-W50,333,2015-W50-2,2015-12-29
2015-12-16,2015-W50,333,2015-W50-3,2015-12-30
2015-12-17,2015-W50,333,2015-W50-4,2015-12-31
2015-12-18,2015-W50,333,2015-W50-5,2016-01-01
2015-12-19,2015-W50,333,2015-W50-6,2016-01-02
2015-12-20,2015-W51,372,2015-W51-0,2016-01-03
2015-12-21,2015-W51,372,2015-W51-1,2016-01-04
2015-12-22,2015-W51,372,2015-W51-2,2016-01-05
2015-12-23,2015-W51,372,2015-W51-3,2016-01-06
2015-12-24,2015-W51,372,2015-W51-4,2016-01-07
2015-12-25,2015-W51,372,2015-W51-5,2016-01-08
2015-12-26,2015-W51,372,2015-W51-6,2016-01-09
2015-12-27,2015-W52,458,2015-W52-0,2016-01-10
2015-12-28,2015-W52,458,2015-W52-1,2016-01-11
2015-12-29,2015-W52,458,2015-W52-2,2016-01-12
2015-12-30,2015-W52,458,2015-W52-3,2016-01-13
2015-12-31,2015-W52,458,2015-W52-4,2016-01-14
2016-01-01,2015-W52,458,2015-W52-5,2016-01-15
2016-01-02,2015-W52,458,2015-W52-6,2016-01-16
2016-01-03,2016-W01,549,2016-W01-0,2016-01-17
2016-01-04,2016-W01,549,2016-W01-1,2016-01-18
2016-01-05,2016-W01,549,2016-W01-2,2016-01-19
2016-01-06,2016-W01,549,2016-W01-3,2016-01-20
2016-01-07,2016-W01,549,2016-W01-4,2016-01-21
2016-01-08,2016-W01,549,2016-W01-5,2016-01-22
2016-01-09,2016-W01,549,2016-W01-6,2016-01-23
2016-01-10,2016-W02,628,2016-W02-0,2016-01-24
2016-01-11,2016-W02,628,2016-W02-1,2016-01-25
2016-01-12,2016-W02,628,2016-W02-2,2016-01-26
2016-01-13,2016-W02,628,2016-W02-3,2016-01-27
2016-01-14,2016-W02,628,2016-W02-4,2016-01-28
2016-01-15,2016-W02,628,2016-W02-5,2016-01-29
2016-01-16,2016-W02,628,2016-W02-6,2016-01-30
2016-01-17,2016-W03,635,2016-W03-0,2016-01-31
2016-01-18,2016-W03,635,2016-W03-1,2016-02-01
2016-01-19,2016-W03,635,2016-W03-2,2016-02-02
2016-01-20,2016-W03,635,2016-W03-3,2016-02-03
2016-01-21,2016-W03,635,2016-W03-4,2016-02-04
2016-01-22,2016-W03,635,2016-W03-5,2016-02-05
2016-01-23,2016-W03,635,2016-W03-6,2016-02-06
2016-01-24,2016-W04,629,2016-W04-0,2016-02-07
2016-01-25,2016-W04,629,2016-W04-1,2016-02-08
2016-01-26,2016-W04,629,2016-W04-2,2016-02-09
2016-01-27,2016-W04,629,2016-W04-3,2016-02-10
2016-01-28,2016-W04,629,2016-W04-4,2016-02-11
2016-01-29,2016-W04,629,2016-W04-5,2016-02-12
2016-01-30,2016-W04,629,2016-W04-6,2016-02-13
2016-01-31,2016-W05,528,2016-W05-0,2016-02-14
2016-02-01,2016-W05,528,2016-W05-1,2016-02-15
2016-02-02,2016-W05,528,2016-W05-2,2016-02-16
2016-02-03,2016-W05,528,2016-W05-3,2016-02-17
2016-02-04,2016-W05,528,2016-W05-4,2016-02-18
2016-02-05,2016-W05,528,2016-W05-5,2016-02-19
2016-02-06,2016-W05,528,2016-W05-6,2016-02-20
2016-02-07,2016-W06,420,2016-W06-0,2016-02-21
2016-02-08,2016-W06,420,2016-W06-1,2016-02-22
2016-02-09,2016-W06,420,2016-W06-2,2016-02-23
2016-02-10,2016-W06,420,2016-W06-3,2016-02-24
2016-02-11,2016-W06,420,2016-W06-4,2016-02-25
2016-02-12,2016-W06,420,2016-W06-5,2016-02-26
2016-02-13,2016-W06,420,2016-W06-6,2016-02-27
2016-02-14,2016-W07,592,2016-W07-0,2016-02-28
2016-02-15,2016-W07,592,2016-W07-1,2016-02-29
2016-02-16,2016-W07,592,2016-W07-2,2016-03-01
2016-02-17,2016-W07,592,2016-W07-3,2016-03-02
2016-02-18,2016-W07,592,2016-W07-4,2016-03-03
2016-02-19,2016-W07,592,2016-W07-5,2016-03-04
2016-02-20,2016-W07,592,2016-W07-6,2016-03-05
2016-02-21,2016-W08,508,2016-W08-0,2016-03-06
2016-02-22,2016-W08,508,2016-W08-1,2016-03-07
2016-02-23,2016-W08,508,2016-W08-2,2016-03-08
2016-02-24,2016-W08,508,2016-W08-3,2016-03-09
2016-02-25,2016-W08,508,2016-W08-4,2016-03-10
2016-02-26,2016-W08,508,2016-W08-5,2016-03-11
2016-02-27,2016-W08,508,2016-W08-6,2016-03-12
2016-02-28,2016-W09,412,2016-W09-0,2016-03-13
2016-02-29,2016-W09,412,2016-W09-1,2016-03-14
2016-03-01,2016-W09,412,2016-W09-2,2016-03-15
2016-03-02,2016-W09,412,2016-W09-3,2016-03-16
2016-03-03,2016-W09,412,2016-W09-4,2016-03-17
2016-03-04,2016-W09,412,2016-W09-5,2016-03-18
2016-03-05,2016-W09,412,2016-W09-6,2016-03-19
2016-03-06,2016-W10,396,2016-W10-0,2016-03-20
2016-03-07,2016-W10,396,2016-W10-1,2016-03-21
2016-03-08,2016-W10,396,2016-W10-2,2016-03-22
2016-03-09,2016-W10,396,2016-W10-3,2016-03-23
2016-03-10,2016-W10,396,2016-W10-4,2016-03-24
2016-03-11,2016-W10,396,2016-W10-5,2016-03-25
2016-03-12,2016-W10,396,2016-W10-6,2016-03-26
2016-03-13,2016-W11,373,2016-W11-0,2016-03-27
2016-03-14,2016-W11,373,2016-W11-1,2016-03-28
2016-03-15,2016-W11,373,2016-W11-2,2016-03-29
2016-03-16,2016-W11,373,2016-W11-3,2016-03-30
2016-03-17,2016-W11,373,2016-W11-4,2016-03-31
2016-03-18,2016-W11,373,2016-W11-5,2016-04-01
2016-03-19,2016-W11,373,2016-W11-6,2016-04-02
2016-03-20,2016-W12,306,2016-W12-0,2016-04-03
2016-03-21,2016-W12,306,2016-W12-1,2016-04-04
2016-03-22,2016-W12,306,2016-W12-2,2016-04-05
2016-03-23,2016-W12,306,2016-W12-3,2016-04-06
2016-03-24,2016-W12,306,2016-W12-4,2016-04-07
2016-03-25,2016-W12,306,2016-W12-5,2016-04-08
2016-03-26,2016-W12,306,2016-W12-6,2016-04-09
2016-03-27,2016-W13,376,2016-W13-0,2016-04-10
2016-03-28,2016-W13,376,2016-W13-1,2016-04-11
2016-03-29,2016-W13,376,2016-W13-2,2016-04-12
2016-03-30,2016-W13,376,2016-W13-3,2016-04-13
2016-03-31,2016-W13,376,2016-W13-4,2016-04-14
2016-04-01,2016-W13,376,2016-W13-5,2016-04-15
2016-04-02,2016-W13,376,2016-W13-6,2016-04-16
2016-04-03,2016-W14,290,2016-W14-0,2016-04-17
2016-04-04,2016-W14,290,2016-W14-1,2016-04-18
2016-04-05,2016-W14,290,2016-W14-2,2016-04-19
2016-04-06,2016-W14,290,2016-W14-3,2016-04-20
2016-04-07,2016-W14,290,2016-W14-4,2016-04-21
2016-04-08,2016-W14,290,2016-W14-5,2016-04-22
2016-04-09,2016-W14,290,2016-W14-6,2016-04-23
2016-04-10,2016-W15,225,2016-W15-0,2016-04-24
2016-04-11,2016-W15,225,2016-W15-1,2016-04-25
2016-04-12,2016-W15,225,2016-W15-2,2016-04-26
2016-04-13,2016-W15,225,2016-W15-3,2016-04-27
2016-04-14,2016-W15,225,2016-W15-4,2016-04-28
2016-04-15,2016-W15,225,2016-W15-5,2016-04-29
2016-04-16,2016-W15,225,2016-W15-6,2016-04-30
2016-04-17,2016-W16,231,2016-W16-0,2016-05-01
2016-04-18,2016-W16,231,2016-W16-1,2016-05-02
2016-04-19,2016-W16,231,2016-W16-2,2016-05-03
2016-04-20,2016-W16,231,2016-W16-3,2016-05-04
2016-04-21,2016-W16,231,2016-W16-4,2016-05-05
2016-04-22,2016-W16,231,2016-W16-5,2016-05-06
2016-04-23,2016-W16,231,2016-W16-6,2016-05-07
2016-04-24,2016-W17,244,2016-W17-0,2016-05-08
2016-04-25,2016-W17,244,2016-W17-1,2016-05-09
2016-04-26,2016-W17,244,2016-W17-2,2016-05-10
2016-04-27,2016-W17,244,2016-W17-3,2016-05-11
2016-04-28,2016-W17,244,2016-W17-4,2016-05-12
2016-04-29,2016-W17,244,2016-W17-5,2016-05-13
2016-04-30,2016-W17,244,2016-W17-6,2016-05-14
2016-05-01,2016-W18,181,2016-W18-0,2016-05-15
2016-05-02,2016-W18,181,2016-W18-1,2016-05-16
2016-05-03,2016-W18,181,2016-W18-2,2016-05-17
2016-05-04,2016-W18,181,2016-W18-3,2016-05-18
2016-05-05,2016-W18,181,2016-W18-4,2016-05-19
2016-05-06,2016-W18,181,2016-W18-5,2016-05-20
2016-05-07,2016-W18,181,2016-W18-6,2016-05-21
2016-05-08,2016-W19,217,2016-W19-0,2016-05-22
2016-05-09,2016-W19,217,2016-W19-1,2016-05-23
2016-05-10,2016-W19,217,2016-W19-2,2016-05-24
2016-05-11,2016-W19,217,2016-W19-3,2016-05-25
2016-05-12,2016-W19,217,2016-W19-4,2016-05-26
2016-05-13,2016-W19,217,2016-W19-5,2016-05-27
2016-05-14,2016-W19,217,2016-W19-6,2016-05-28
2016-05-15,2016-W20,212,2016-W20-0,2016-05-29
2016-05-16,2016-W20,212,2016-W20-1,2016-05-30
2016-05-17,2016-W20,212,2016-W20-2,2016-05-31
2016-05-18,2016-W20,212,2016-W20-3,2016-06-01
2016-05-19,2016-W20,212,2016-W20-4,2016-06-02
2016-05-20,2016-W20,212,2016-W20-5,2016-06-03
2016-05-21,2016-W20,212,2016-W20-6,2016-06-04
2016-05-22,2016-W21,198,2016-W21-0,2016-06-05
2016-05-23,2016-W21,198,2016-W21-1,2016-06-06
2016-05-24,2016-W21,198,2016-W21-2,2016-06-07
2016-05-25,2016-W21,198,2016-W21-3,2016-06-08
2016-05-26,2016-W21,198,2016-W21-4,2016-06-09
2016-05-27,2016-W21,198,2016-W21-5,2016-06-10
2016-05-28,2016-W21,198,2016-W21-6,2016-06-11
2016-05-29,2016-W22,219,2016-W22-0,2016-06-12
2016-05-30,2016-W22,219,2016-W22-1,2016-06-13
2016-05-31,2016-W22,219,2016-W22-2,2016-06-14
2016-06-01,2016-W22,219,2016-W22-3,2016-06-15
2016-06-02,2016-W22,219,2016-W22-4,2016-06-16
2016-06-03,2016-W22,219,2016-W22-5,2016-06-17
2016-06-04,2016-W22,219,2016-W22-6,2016-06-18
2016-06-05,2016-W23,159,2016-W23-0,2016-06-19
2016-06-06,2016-W23,159,2016-W23-1,2016-06-20
2016-06-07,2016-W23,159,2016-W23-2,2016-06-21
2016-06-08,2016-W23,159,2016-W23-3,2016-06-22
2016-06-09,2016-W23,159,2016-W23-4,2016-06-23
2016-06-10,2016-W23,159,2016-W23-5,2016-06-24
2016-06-11,2016-W23,159,2016-W23-6,2016-06-25
2016-06-12,2016-W24,192,2016-W24-0,2016-06-26
2016-06-13,2016-W24,192,2016-W24-1,2016-06-27
2016-06-14,2016-W24,192,2016-W24-2,2016-06-28
2016-06-15,2016-W24,192,2016-W24-3,2016-06-29
2016-06-16,2016-W24,192,2016-W24-4,2016-06-30
2016-06-17,2016-W24,192,2016-W24-5,2016-07-01
2016-06-18,2016-W24,192,2016-W24-6,2016-07-02
2016-06-19,2016-W25,215,2016-W25-0,2016-07-03
2016-06-20,2016-W25,215,2016-W25-1,2016-07-04
2016-06-21,2016-W25,215,2016-W25-2,2016-07-05
2016-06-22,2016-W25,215,2016-W25-3,2016-07-06
2016-06-23,2016-W25,215,2016-W25-4,2016-07-07
2016-06-24,2016-W25,215,2016-W25-5,2016-07-08
2016-06-25,2016-W25,215,2016-W25-6,2016-07-09
2016-06-26,2016-W26,234,2016-W26-0,2016-07-10
2016-06-27,2016-W26,234,2016-W26-1,2016-07-11
2016-06-28,2016-W26,234,2016-W26-2,2016-07-12
2016-06-29,2016-W26,234,2016-W26-3,2016-07-13
2016-06-30,2016-W26,234,2016-W26-4,2016-07-14
2016-07-01,2016-W26,234,2016-W26-5,2016-07-15
2016-07-02,2016-W26,234,2016-W26-6,2016-07-16
2016-07-03,2016-W27,246,2016-W27-0,2016-07-17
2016-07-04,2016-W27,246,2016-W27-1,2016-07-18
2016-07-05,2016-W27,246,2016-W27-2,2016-07-19
2016-07-06,2016-W27,246,2016-W27-3,2016-07-20
2016-07-07,2016-W27,246,2016-W27-4,2016-07-21
2016-07-08,2016-W27,246,2016-W27-5,2016-07-22
2016-07-09,2016-W27,246,2016-W27-6,2016-07-23
2016-07-10,2016-W28,223,2016-W28-0,2016-07-24
2016-07-11,2016-W28,223,2016-W28-1,2016-07-25
